,id,show_id,title,director,country,release_year,duration,listed_in,score,director1,cast1,cast2,cast3,country1,duration1,listed_in1,listed_in2,score1
181,181,s261,A.I.C.O.,Kazuya Murata,Japan,2018,1 Season,"Anime Series, International TV Shows",1,174,331,186,174,227,1,Anime Series,2,3
182,182,s262,A.M.I.,Rusty Nixon,Canada,2019,77 min,Horror Movies,1,747,990,233,747,39,77,Horror Movies,13,3
183,183,s263,A.X.L.,Oliver Daly,United States,2018,99 min,"Action & Adventure, Children & Family Movies, Independent Movies",1,752,391,714,752,440,99,Action & Adventure,0,3
184,184,s264,A?k Tesad¨¹fleri Sever,?mer Faruk Sorak,Turkey,2011,122 min,"Dramas, International Movies, Romantic Movies",4,393,74,272,393,357,122,Dramas,12,4
185,185,s265,Aadu 2,Midhun Manuel Thomas,India,2017,150 min,"Comedies, International Movies",2,982,929,339,982,173,150,Comedies,7,4
186,186,s266,Aagey Se Right,Indrajit Nattoji,India,2009,117 min,"Comedies, International Movies, Music & Musicals",1,875,521,852,875,173,117,Comedies,7,3
187,187,s267,Aajcha Divas Majha,Chandrakant Kulkarni,India,2013,126 min,"Comedies, Dramas, International Movies",2,98,670,941,98,173,126,Comedies,7,4
188,188,s268,Aakhri Adaalat,Rajiv Mehra,India,1988,148 min,"Action & Adventure, International Movies",5,652,754,81,652,173,148,Action & Adventure,0,5
189,189,s269,Aalorukkam,V C Abhilash,India,2018,122 min,"Dramas, Independent Movies, International Movies",3,110,895,152,110,173,122,Dramas,12,5
190,190,s270,Aamir,Raj Kumar Gupta,India,2008,95 min,"International Movies, Thrillers",3,897,859,354,897,173,95,International Movies,15,5
191,191,s271,Aapla Manus,Satish Rajwade,India,2018,133 min,"Dramas, International Movies, Thrillers",5,797,111,684,797,173,133,Dramas,12,5
192,192,s272,Aarakshan,Prakash Jha,India,2011,164 min,"Dramas, International Movies",3,189,128,294,189,173,164,Dramas,12,5
193,193,s273,Aashayein,Nagesh Kukunoor,India,2010,115 min,"Dramas, International Movies",4,798,889,52,798,173,115,Dramas,12,4
194,194,s274,Aashik Awara,Umesh Mehra,India,1993,154 min,"Dramas, International Movies, Music & Musicals",3,987,774,339,987,173,154,Dramas,12,5
195,195,s275,Aata Pita,Uttung Shelar,India,2010,133 min,"Comedies, Dramas, International Movies",4,833,362,440,833,173,133,Comedies,7,4
196,196,s276,Aaviri,Ravi Babu,India,2019,110 min,"Horror Movies, International Movies, Thrillers",4,318,933,869,318,173,110,Horror Movies,13,4
197,197,s277,Abby Hatcher,Kyran Kelly,"United States, Canada",2019,1 Season,Kids' TV,1,57,544,619,57,450,1,Kids' TV,17,1
198,198,s278,Abby Sen,Atanu Ghosh,India,2015,127 min,"Comedies, Dramas, International Movies",4,609,75,702,609,173,127,Comedies,7,4
199,199,s279,ABCD 2,Remo D'Souza,India,2015,146 min,"Dramas, International Movies, Music & Musicals",2,372,236,493,372,173,146,Dramas,12,4
200,200,s280,ABCD: Any Body Can Dance,Remo D'Souza,India,2013,136 min,"Dramas, International Movies",1,790,987,753,790,173,136,Dramas,12,3
201,201,s283,"Abdullah, The Final Witness",Hashim Nadeem Khan,Pakistan,2016,88 min,"Dramas, International Movies",3,600,794,98,600,265,88,Dramas,12,5
202,202,s284,Abhinetri,A. L. Vijay,India,2016,131 min,"Comedies, International Movies, Sci-Fi & Fantasy",5,543,665,812,543,173,131,Comedies,7,5
203,203,s285,Abnormal Summit,"Jung-ah Im, Seung-uk Jo",South Korea,2017,2 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",3,215,644,763,215,311,2,International TV Shows,16,3
204,204,s286,Abominable Christmas,Chad Van De Keere,United States,2012,44 min,"Children & Family Movies, Comedies",3,329,587,879,329,440,44,Children & Family Movies,4,5
205,205,s287,About a Boy,"Chris Weitz, Paul Weitz","United Kingdom, United States, France, Germany",2002,101 min,"Comedies, Dramas, International Movies",2,530,795,850,530,435,101,Comedies,7,4
206,206,s288,About Time,Richard Curtis,United Kingdom,2013,123 min,"Comedies, Dramas, International Movies",2,738,757,195,738,369,123,Comedies,7,4
207,207,s292,Abzurdah,Daniela Goggi,Argentina,2015,90 min,"Dramas, International Movies",4,25,134,389,25,0,90,Dramas,12,4
208,208,s293,Acapulco La vida va,Alfonso Serrano Maturino,Mexico,2016,89 min,"Comedies, Dramas, International Movies",2,383,343,881,383,239,89,Comedies,7,4
209,209,s294,Accident,Cheang Pou Soi,Hong Kong,2009,87 min,"International Movies, Thrillers",4,670,231,360,670,163,87,International Movies,15,4
210,210,s296,Across Grace Alley,Ralph Macchio,United States,2013,24 min,Dramas,3,587,904,308,587,440,24,Dramas,12,5
211,211,s297,Across The Line,Julien Christian Lutz,Canada,2015,88 min,"Dramas, Sports Movies",2,289,276,656,289,39,88,Dramas,12,4
212,212,s298,Across the Universe,Julie Taymor,"United States, United Kingdom",2007,133 min,"Dramas, Music & Musicals, Romantic Movies",2,970,105,492,970,521,133,Dramas,12,4
213,213,s299,Act of Valor,"Mike McCoy, Scott Waugh",United States,2012,110 min,Action & Adventure,2,714,427,831,390,440,110,Action & Adventure,0,4
214,214,s300,Act of Vengeance,Mahsun K?rm?z?g¨¹l,"Turkey, United States",2010,112 min,"Action & Adventure, International Movies",2,272,168,875,39,361,112,Action & Adventure,0,4
215,215,s301,Action Replayy,Vipul Amrutlal Shah,India,2010,129 min,"Children & Family Movies, Comedies, International Movies",4,339,926,106,816,173,129,Children & Family Movies,4,4
216,216,s302,Acts of Vengeance,Isaac Florentine,"Bulgaria, United States",2017,87 min,"Action & Adventure, International Movies",3,852,766,306,892,35,87,Action & Adventure,0,5
217,217,s303,Acts of Violence,Brett Donowho,Canada,2018,87 min,Action & Adventure,3,941,601,373,525,39,87,Action & Adventure,0,5
218,218,s305,Ad¨²,Salvador Calvo,Spain,2020,120 min,"Dramas, International Movies",2,81,748,881,158,317,120,Dramas,12,4
219,219,s306,Adam Devine: Best Time of Our Lives,Jay Karas,United States,2019,59 min,Stand-Up Comedy,3,152,260,221,643,440,59,Stand-Up Comedy,25,3
220,220,s308,ADAM SANDLER 100% FRESH,Steve Brill,United States,2018,74 min,Stand-Up Comedy,3,354,673,56,138,440,74,Stand-Up Comedy,25,3
221,221,s309,Adam: His Song Continues,Robert Markowitz,United States,1986,96 min,Dramas,1,684,683,21,229,440,96,Dramas,12,3
222,222,s310,Addicted to Life,Thierry Donard,France,2014,91 min,"Action & Adventure, Documentaries, International Movies",1,294,814,520,97,106,91,Action & Adventure,0,3
223,223,s313,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,India,2017,63 min,Stand-Up Comedy,3,52,96,100,996,173,63,Stand-Up Comedy,25,3
224,224,s314,Adore,Anne Fontaine,"Australia, France",2013,111 min,"Dramas, Independent Movies, International Movies",4,339,655,900,543,12,111,Dramas,12,4
225,225,s315,Adrift,Baltasar Korm¨¢kur,"Hong Kong, Iceland, United States",2018,96 min,"Action & Adventure, Dramas, Romantic Movies",1,440,252,754,65,167,96,Action & Adventure,0,3
226,226,s316,Adrishya,Sandeep Chatterjee,India,2017,99 min,"Horror Movies, Independent Movies, International Movies",1,869,176,608,745,173,99,Horror Movies,13,3
227,227,s317,Advantageous,Jennifer Phang,United States,2015,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",5,619,539,412,313,440,92,Dramas,12,5
228,228,s318,Adventures in Public School,Kyle Rideout,"Canada, United States",2018,86 min,Comedies,4,702,13,610,383,58,86,Comedies,7,4
229,229,s319,Aerials,S.A. Zaidi,United Arab Emirates,2016,90 min,"International Movies, Sci-Fi & Fantasy",5,493,173,551,719,362,90,International Movies,15,5
230,230,s321,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,2020,63 min,Stand-Up Comedy,3,753,568,496,49,29,63,Stand-Up Comedy,25,3
231,231,s323,Afronta! Facing It!,Juliana Vicente,Brazil,2017,1 Season,"Docuseries, International TV Shows",1,98,801,657,847,29,1,Docuseries,11,3
232,232,s324,After,Jenny Gage,United States,2019,106 min,"Dramas, Romantic Movies",1,812,837,623,310,440,106,Dramas,12,3
233,233,s330,After We Collided,Roger Kumble,United States,2020,105 min,"Dramas, Romantic Movies",2,763,173,655,50,440,105,Dramas,12,4
234,234,s331,Aftermath,Elliott Lester,"United Kingdom, United States",2017,94 min,Dramas,4,879,984,392,130,430,94,Dramas,12,4
235,235,s332,Afterschool,Antonio Campos,United States,2008,107 min,"Dramas, Independent Movies",1,850,471,168,818,440,107,Dramas,12,3
236,236,s333,Aftershock,Nicol¨¢s L¨®pez,"United States, Chile",2012,89 min,"Action & Adventure, Horror Movies",4,195,290,828,50,459,89,Action & Adventure,0,4
237,237,s335,Agatha and the Truth of Murder,Terry Loane,United Kingdom,2018,92 min,Dramas,4,389,52,920,108,369,92,Dramas,12,4
238,238,s338,Age of Rebellion,Peter Ho,Taiwan,2018,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",0,881,718,146,824,349,1,Crime TV Shows,8,2
239,239,s343,Aggretsuko: We Wish You a Metal Christmas,Rarecho,Japan,2018,22 min,Movies,3,360,390,669,377,227,22,Movies,19,3
240,240,s344,Agneepath,Mukul Anand,India,1990,174 min,"Dramas, International Movies",4,308,721,822,520,173,174,Dramas,12,4
241,241,s345,Agust¨ªn Aristar¨¢n: Soy Rada,Mariano Baez,Argentina,2018,60 min,Stand-Up Comedy,1,656,892,295,37,0,60,Stand-Up Comedy,25,1
242,242,s346,Agyaat,Ram Gopal Varma,India,2009,97 min,"Horror Movies, International Movies",3,492,37,411,663,173,97,Horror Movies,13,5
243,243,s347,Ahista Ahista,Shivam Nair,India,2006,122 min,"Dramas, International Movies, Romantic Movies",3,831,547,95,242,173,122,Dramas,12,5
244,244,s348,Ai Weiwei: Never Sorry,Alison Klayman,United States,2012,91 min,Documentaries,2,875,478,136,251,440,91,Documentaries,10,4
245,245,s352,Ainu Mosir,Takeshi Fukunaga,"United States, Japan",2020,84 min,"Dramas, International Movies",2,106,463,55,880,500,84,Dramas,12,4
246,246,s353,Airplane Mode,C¨¦sar Rodrigues,United States,2020,97 min,"Comedies, International Movies, Romantic Movies",4,306,930,417,591,440,97,Comedies,7,4
247,247,s354,Aisa Yeh Jahaan,Biswajeet Bora,India,2015,127 min,"Dramas, Independent Movies, International Movies",0,373,315,581,709,173,127,Dramas,12,2
248,248,s355,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2004,153 min,"International Movies, Music & Musicals, Romantic Movies",0,881,828,606,618,173,153,International Movies,15,2
249,249,s356,Aiyaary,Neeraj Pandey,India,2018,158 min,"Action & Adventure, Dramas, International Movies",3,221,648,417,13,173,158,Action & Adventure,0,5
250,250,s357,Aiyyaa,Sachin Kundalkar,India,2012,151 min,"Comedies, International Movies, Music & Musicals",0,56,266,29,904,173,151,Comedies,7,2
251,251,s359,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,India,2009,150 min,"Comedies, International Movies, Music & Musicals",3,21,143,556,943,173,150,Comedies,7,5
252,252,s362,Ajji,Devashish Makhija,India,2017,105 min,"Dramas, International Movies",3,520,170,263,865,173,105,Dramas,12,5
253,253,s363,AK vs AK,Vikramaditya Motwane,India,2020,109 min,"Comedies, Dramas, International Movies",1,100,208,896,898,173,109,Comedies,7,3
254,254,s369,Ala Vaikunthapurramuloo,Trivikram Srinivas,India,2020,162 min,"Action & Adventure, Comedies, Dramas",2,900,816,120,68,173,162,Action & Adventure,0,4
255,255,s371,Alan Salda?a: Mi vida de pobre,"Ra¨²l Campos, Jan Suter",Mexico,2017,54 min,Stand-Up Comedy,2,754,813,693,580,239,54,Stand-Up Comedy,25,2
256,256,s373,Alaska Is a Drag,Shaz Bennett,United States,2017,83 min,"Dramas, LGBTQ Movies",3,608,335,958,47,440,83,Dramas,12,5
257,257,s374,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,India,2019,85 min,"Dramas, Independent Movies, International Movies",2,412,641,428,561,173,85,Dramas,12,4
258,258,s375,Albion: The Enchanted Stallion,Castille Landon,"United States, Bulgaria",2016,106 min,Children & Family Movies,0,610,998,975,600,448,106,Children & Family Movies,4,2
259,259,s377,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Spain,2018,102 min,"Documentaries, International Movies, Music & Musicals",1,551,924,965,479,317,102,Documentaries,10,3
260,260,s378,Alel¨ª,Leticia Jorge Romero,"Uruguay, Argentina",2019,88 min,"Comedies, Dramas, International Movies",4,496,226,716,518,536,88,Comedies,7,4
261,261,s379,Alex Fern¨¢ndez: The Best Comedian in the World,Alex D¨ªaz,Mexico,2020,51 min,Stand-Up Comedy,3,657,962,412,382,239,51,Stand-Up Comedy,25,3
262,262,s380,Alex Strangelove,Craig Johnson,United States,2018,100 min,"Comedies, Dramas, Independent Movies",4,623,565,178,891,440,100,Comedies,7,4
263,263,s382,Alexandria ... Why?,Youssef Chahine,"Egypt, Algeria",1979,131 min,"Classic Movies, Dramas, International Movies",0,655,723,446,819,101,131,Classic Movies,6,2
264,264,s383,Alexandria: Again and Forever,Youssef Chahine,"France, Egypt",1989,109 min,"Classic Movies, Dramas, International Movies",2,392,927,55,412,122,109,Classic Movies,6,4
265,265,s384,Alexis Viera: A Story of Surviving,Luis Ara,Uruguay,2019,69 min,"Documentaries, International Movies, Sports Movies",3,168,194,151,631,535,69,Documentaries,10,5
266,266,s385,Ali & Alia,Hussein El Ansary,United Arab Emirates,2019,106 min,"Dramas, International Movies, Romantic Movies",4,828,758,997,739,362,106,Dramas,12,4
267,267,s386,Ali Baba ve 7 C¨¹celer,Cem Y?lmaz,Turkey,2015,115 min,"Action & Adventure, Comedies, International Movies",1,920,429,83,662,357,115,Action & Adventure,0,3
268,268,s387,Ali Wong: Baby Cobra,Jay Karas,United States,2016,60 min,Stand-Up Comedy,3,146,924,425,260,440,60,Stand-Up Comedy,25,3
269,269,s388,Ali Wong: Hard Knock Wife,Jay Karas,United States,2018,64 min,Stand-Up Comedy,3,669,819,181,370,440,64,Stand-Up Comedy,25,3
270,270,s389,Ali's Wedding,Jeffrey Walker,Australia,2018,110 min,"Comedies, Independent Movies, International Movies",4,822,116,305,621,10,110,Comedies,7,4
271,271,s392,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Soviet Union, India",1980,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",1,295,926,953,449,316,147,Action & Adventure,0,3
272,272,s393,Alice Doesn't Live Here Anymore,Martin Scorsese,United States,1974,112 min,"Classic Movies, Comedies, Dramas",3,411,314,728,579,440,112,Classic Movies,6,5
273,273,s395,Alice Junior,Gil Baroni,Brazil,2019,87 min,"Comedies, International Movies, LGBTQ Movies",2,95,89,78,787,29,87,Comedies,7,4
274,274,s396,Alien Contact: Outer Space,J. Michael Long,United States,2017,63 min,Documentaries,5,136,928,325,470,440,63,Documentaries,10,5
275,275,s398,Alien Warfare,Jeremiah Jones,United States,2019,88 min,"Action & Adventure, Sci-Fi & Fantasy",1,55,617,930,588,440,88,Action & Adventure,0,3
276,276,s400,Alien Xmas,Stephen Chiodo,United States,2020,42 min,Children & Family Movies,2,417,250,643,64,440,42,Children & Family Movies,4,4
277,277,s401,Aliens Ate My Homework,Sean McNamara,United States,2018,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",1,581,160,141,52,440,90,Children & Family Movies,4,3
278,278,s403,All About Love,Adze Ugah,South Africa,2017,79 min,"Dramas, International Movies, Romantic Movies",1,606,471,762,422,303,79,Dramas,12,3
279,279,s404,All About Nina,Eva Vives,United States,2018,101 min,"Comedies, Dramas, Independent Movies",5,417,27,411,960,440,101,Comedies,7,5
280,280,s407,All Because of You,Adrian Teh,Malaysia,2020,102 min,"Action & Adventure, Comedies, International Movies",4,29,307,924,420,238,102,Action & Adventure,0,4
281,281,s408,All Day and a Night,Joe Robert Cole,United States,2020,122 min,"Dramas, Independent Movies",4,556,578,440,220,440,122,Dramas,12,4
282,282,s409,All Dogs Go to Heaven,"Don Bluth, Gary Goldman, Dan Kuenster","Ireland, United Kingdom, United States",1989,85 min,Children & Family Movies,2,263,593,605,304,208,85,Children & Family Movies,4,4
283,283,s411,All Good Ones Get Away,V¨ªctor Garc¨ªa,"Spain, Italy",2019,83 min,"International Movies, Thrillers",4,896,202,216,427,329,83,International Movies,15,4
284,284,s414,All Hallows' Eve,Charlie Vaughn,United States,2016,92 min,"Children & Family Movies, Independent Movies",4,120,278,4,348,440,92,Children & Family Movies,4,4
285,285,s416,All Light Will End,Chris Blake,United States,2018,84 min,"Horror Movies, Thrillers",4,693,237,223,43,440,84,Horror Movies,13,4
286,286,s417,All of You,Dan Villegas,Philippines,2017,104 min,"Comedies, Dramas, International Movies",5,958,393,610,629,272,104,Comedies,7,5
287,287,s418,All the Boys Love Mandy Lane,Jonathan Levine,United States,2006,91 min,Horror Movies,3,428,670,444,998,440,91,Horror Movies,13,5
288,288,s419,All The Bright Places,Brett Haley,United States,2020,109 min,"Dramas, Romantic Movies",3,975,369,455,960,440,109,Dramas,12,5
289,289,s420,All the Devil's Men,Matthew Hope,United Kingdom,2018,100 min,Action & Adventure,0,965,252,968,359,369,100,Action & Adventure,0,2
290,290,s421,All the Freckles in the World,Yibr¨¢n Asuad,Mexico,2020,90 min,"Comedies, International Movies, Romantic Movies",4,716,335,225,441,239,90,Comedies,7,4
291,291,s422,All The Reasons To Forget,Pedro Coutinho,Brazil,2017,90 min,"Comedies, Dramas, International Movies",1,412,189,138,319,29,90,Comedies,7,3
292,292,s423,All Together Now,Brett Haley,United States,2020,94 min,Dramas,3,178,939,23,950,440,94,Dramas,12,5
293,293,s424,"All's Well, End's Well (2009)",Vincent Kok,Hong Kong,2009,99 min,"Comedies, International Movies, Romantic Movies",3,446,907,694,921,163,99,Comedies,7,5
294,294,s425,Alles ist gut,Eva Trobisch,Germany,2019,90 min,"Dramas, International Movies",1,55,143,690,877,144,90,Dramas,12,3
295,295,s426,AllI Wish,Susan Walter,United States,2017,95 min,"Dramas, Romantic Movies",4,151,39,876,207,440,95,Dramas,12,4
296,296,s427,Almost Happy,Hern¨¢n Guerschuny,Argentina,2020,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",3,997,425,893,627,0,1,International TV Shows,16,3
297,297,s428,Almost Love,Mike Doyle,United States,2020,92 min,"Comedies, Dramas, Independent Movies",1,83,627,348,521,440,92,Comedies,7,3
298,298,s430,Alone in Berlin,Vincent Perez,"United Kingdom, France, Germany",2016,103 min,Dramas,3,425,252,795,32,391,103,Dramas,12,5
299,299,s431,Alone/Together,Antoinette Jadaone,Philippines,2019,103 min,"Dramas, International Movies, Romantic Movies",4,181,82,881,408,272,103,Dramas,12,4
300,300,s432,Along Came a Spider,Lee Tamahori,"United States, Germany, Canada",2001,103 min,Thrillers,0,305,4,695,320,479,103,Thrillers,31,0
301,301,s433,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,United States,2013,45 min,Children & Family Movies,2,953,87,340,763,440,45,Children & Family Movies,4,4
302,302,s434,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,"United States, India",2014,45 min,Children & Family Movies,2,728,619,517,286,490,45,Children & Family Movies,4,4
303,303,s439,Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada","Japan, United States",2020,75 min,"Action & Adventure, Anime Features, International Movies",5,78,542,858,29,228,75,Action & Adventure,0,5
